,asset,day,price,return_1d,algo_return,rolling_beta,expected_return,market_adjusted_return,tomorrows_market_adjusted_return
13291,ACIX,260,19.37,0.03804930332261525,-0.002383449327867271,0.8143405512503907,-0.001987756800341024,0.04003706012295627,0.007098325855399948
13292,CCNS,260,17.44,0.0005737234652898326,-0.002383449327867271,0.6678064347034778,-0.0015429288534558135,0.0021166523187456463,0.029490554514541578
13293,MTNS,260,17.16,-0.011520737327188946,-0.002383449327867271,0.960874238739039,-0.002283122291294,-0.009237615035894946,-0.0074097144906402216
13294,IHOZ,260,135.62,0.004592592592592704,-0.002383449327867271,0.6396652782601346,-0.001549913930549412,0.006142506523142115,-0.003714433603718691
13295,NAYO,260,36.35,0.0027586206896552667,-0.002383449327867271,1.2970571901912569,-0.0030678380482398455,0.005826458737895113,0.03833864935831668
13296,FWWG,260,34.16,0.019397194867203815,-0.002383449327867271,0.962679241141257,-0.0023146652805031216,0.021711860147706936,-0.004499502799780332
13297,EELT,260,120.63,-0.002728174603174538,-0.002383449327867271,1.5751076540563582,-0.00365547536785114,0.0009273007646766018,0.0013699452199033794
13298,HRND,260,30.23,0.04457498272287497,-0.002383449327867271,1.2894599643165072,-0.003090214639632352,0.04766519736250732,-0.0011019792480623063
13299,AETS,260,35.27,0.02708211997670351,-0.002383449327867271,1.3358463755567203,-0.003171919865597069,0.03025403984230058,0.004644813748721496
13300,ULXY,260,44.17,-0.014502454261490327,-0.002383449327867271,1.1575938042388296,-0.002787403198190516,-0.01171505106329981,-0.003447425567889559
13301,BLBT,260,43.06,0.006074766355140371,-0.002383449327867271,0.604949434738212,-0.0014205355491438004,0.007495301904284171,0.02184673788141893
13302,BENI,260,25.45,0.002758077226162392,-0.002383449327867271,0.5325565598905032,-0.0012916264582672364,0.004049703684429628,-0.01171227681002852
13303,ITPA,260,23.71,0.015852613538988924,-0.002383449327867271,0.8207912171690244,-0.0019597025836945487,0.017812316122683473,0.01238015682771813
13304,HTRK,260,12.54,-0.0007968127490041166,-0.002383449327867271,1.271014113594099,-0.0029778397787096414,0.002181027029705525,-0.01224688912105079
13305,NGTE,260,71.99,-0.008675296061691151,-0.002383449327867271,0.4588972213486034,-0.0011153355076855454,-0.007559960554005606,0.02813330243792875
13306,ILVX,260,46.96,0.0021340162185232714,-0.002383449327867271,0.734583895977864,-0.0017737485289146429,0.003907764747437915,0.015882205235529218
13307,FCSG,260,29.7,-0.012961116650049842,-0.002383449327867271,1.0095688875245497,-0.002348352264454206,-0.010612764385595636,-0.0011734486983898448
13308,FARS,260,38.76,0.002846054333764503,-0.002383449327867271,0.254083460014391,-0.0006391449622688862,0.0034851992960333892,-0.0031991415993729323
13309,MHRM,260,16.64,0.019607843137254832,-0.002383449327867271,0.8308074265537898,-0.0020269025421614387,0.02163474567941627,-0.010807631771006486
13310,EAFC,260,32.19,0.0235294117647058,-0.002383449327867271,1.2413801372595787,-0.002967756952690773,0.02649716871739657,0.031696829075446645
13311,ALGO,261,105.32,0.006498470948012258,0.006498470948012258,1.0,0.006498470948012258,0.0,0.0
13312,AENO,261,94.49,0.008108396457910949,0.006498470948012258,0.8567361767325695,0.005464082904051994,0.002644313553858955,0.010234631922543435
13313,LSST,261,78.76,0.008579843770009088,0.006498470948012258,0.6327816582795468,0.00427740085883046,0.004302442911178628,0.01227608659348103
13314,SRNA,261,131.14,0.015959095134799872,0.006498470948012258,0.8339465520498722,0.005451807344207599,0.010507287790592273,0.004043881688876077
13315,ELLT,261,107.74,0.03149832455720425,0.006498470948012258,0.767148343048563,0.004992476735000101,0.026505847822204148,-0.0009837168832995515
13316,AMRP,261,16.49,-0.0066265060240965346,0.006498470948012258,1.259887108256189,0.008417063198632677,-0.015043569222729212,-0.015335103174602889
13317,OTCS,261,22.6,0.011638316920322467,0.006498470948012258,1.097024726241255,0.007429432447532613,0.004208884472789854,0.047662579426587276
13318,HETT,261,62.48,-0.015752993068683052,0.006498470948012258,0.8080168045369057,0.005140557901395426,-0.02089355097007848,-0.008109555263557652
13319,HUXZ,261,76.51,0.001177702172206363,0.006498470948012258,0.8956805033535441,0.00592138367820271,-0.004743681505996347,-0.025052894907760213
13320,DUCT,261,19.26,0.0036477331943720603,0.006498470948012258,1.0134857699783393,0.0066960228064189276,-0.003048289612046867,-0.007549102825098422
13321,SMAH,261,65.65,0.025140537164272336,0.006498470948012258,1.0908340810953503,0.006939227999755162,0.018201309164517173,0.003868342820748716
13322,NPCK,261,10.2,-0.006815968841285325,0.006498470948012258,0.9043534282470886,0.006030361439969374,-0.0128463302812547,-0.022356492243502148
13323,MSDP,261,24.92,0.03660565723793696,0.006498470948012258,1.4694404485286037,0.009298052205188707,0.027307605032748254,0.023076723897100894
13324,EORC,261,45.19,0.016647919010123635,0.006498470948012258,0.9529486200627981,0.006092239185458423,0.010555679824665213,-0.009972802610846215
13325,CUBO,261,123.7,-0.020120405576679268,0.006498470948012258,0.8178314531539417,0.005658601210195596,-0.025779006786874864,0.0013628433999120296
13326,HRET,261,59.16,-0.006048387096774355,0.006498470948012258,0.8392737682875483,0.005729786680374799,-0.011778173777149153,0.026960881884695413
13327,ANSO,261,60.09,-0.004638065264203961,0.006498470948012258,0.8397289183117203,0.0054819123094444165,-0.010119977573648378,0.018856048791166112
13328,DIHO,261,12.09,-0.0008264462809917106,0.006498470948012258,0.8316641100564892,0.005352019074028492,-0.006178465355020203,0.0198711901882798
13329,RTTH,261,39.61,0.0002525252525251709,0.006498470948012258,1.5880660879400352,0.01024243561592795,-0.00998991036340278,-0.0003251262498139597
13330,SPLZ,261,91.83,0.024545353118375468,0.006498470948012258,1.498067841649251,0.009517375834338091,0.015027977284037377,-0.007933181945421057
13331,NWIG,261,108.26,0.015762807280915725,0.006498470948012258,0.5467423775170965,0.0033020442963750756,0.012460762984540649,-0.010621606474982264
13332,MMBT,261,128.72,-0.03116062020171617,0.006498470948012258,1.5721718042663935,0.010233679509218586,-0.04139429971093476,0.01722770991409795
13333,MDGI,261,269.1,-0.022485379054814958,0.006498470948012258,1.1247071889075995,0.00743716514360408,-0.029922544198419037,-0.027657409191764327
13334,AGVF,261,109.74,-0.0014558689717926176,0.006498470948012258,1.2357023145351447,0.008191765942571493,-0.009647634914364111,-0.009641520654926683
13335,RRES,261,44.08,-0.012765957446808529,0.006498470948012258,0.8144994590315141,0.0058506655730562055,-0.018616623019864734,-0.014338917983897496
13336,CTGI,261,118.01,0.006653586965793767,0.006498470948012258,1.1380064463327109,0.007637452985508465,-0.0009838660197146977,0.0006684264727953738
13337,ALUT,261,15.22,0.02353732347007398,0.006498470948012258,0.9667886534895803,0.005949620935036539,0.01758770253503744,0.015551784032579011
13338,ACAC,261,74.15,0.01644962302947217,0.006498470948012258,0.6485153929360467,0.00399108081389751,0.012458542215574662,-0.00809962110072951
13339,SRTX,261,267.16,0.008188988263708064,0.006498470948012258,0.7357045701614227,0.004627632219752089,0.003561356043955974,0.01482084297483989
13340,GARI,261,11.39,-0.035563082133784896,0.006498470948012258,1.2850480963675768,0.008823743233943,-0.044386825367727895,-0.005625789051013028
13341,RCRI,261,42.33,-0.0032964445490935024,0.006498470948012258,1.8790375977519118,0.012247606496808758,-0.01554405104590226,0.017315849620523776
13342,ACIX,261,19.61,0.0123902942694889,0.006498470948012258,0.8294408600766944,0.005291968414088952,0.007098325855399948,-0.0019296709160333426
13343,CCNS,261,18.03,0.033830275229357776,0.006498470948012258,0.6868488705356088,0.004339720714816196,0.029490554514541578,0.0029652015770150805
13344,MTNS,261,17.14,-0.0011655011655011815,0.006498470948012258,0.9445383975578476,0.00624421332513904,-0.0074097144906402216,-0.0016684953580107676
13345,IHOZ,261,135.68,0.0004424126235069714,0.006498470948012258,0.6403817248444335,0.004156846227225662,-0.003714433603718691,-0.016242408717082723
13346,NAYO,261,38.05,0.04676753782668497,0.006498470948012258,1.3361546120000007,0.008428888468368293,0.03833864935831668,0.005173774172231796
13347,FWWG,261,34.22,0.0017564402810306134,0.006498470948012258,0.9853304696547737,0.0062559430808109455,-0.004499502799780332,-0.005080198349843905
13348,EELT,261,122.03,0.011605736549780366,0.006498470948012258,1.637297168806467,0.010235791329876986,0.0013699452199033794,-0.0099817822480033
13349,HRND,261,30.45,0.007277538868673439,0.006498470948012258,1.2116087011790182,0.008379518116735745,-0.0011019792480623063,-0.004012680036680401
13350,AETS,261,35.74,0.013325772611284314,0.006498470948012258,1.3385007478935163,0.008680958862562819,0.004644813748721496,0.003551389940503677
13351,ULXY,261,44.35,0.004075164138555465,0.006498470948012258,1.1935805616500437,0.007522589706445024,-0.003447425567889559,-0.01763822740581275
13352,BLBT,261,44.17,0.02577798420808164,0.006498470948012258,0.6448265712648257,0.003931246326662708,0.02184673788141893,0.00031592735680829095
13353,BENI,261,25.24,-0.008251473477406734,0.006498470948012258,0.4971455599232232,0.0034608033326217853,-0.01171227681002852,-0.018023047250352003
13354,ITPA,261,24.13,0.017714044706874654,0.006498470948012258,0.8385893700698128,0.005333887879156525,0.01238015682771813,0.008360414342701298
13355,HTRK,261,12.49,-0.003987240829345984,0.006498470948012258,1.2692237528432246,0.008259648291704806,-0.01224688912105079,-0.011365541421620136
13356,NGTE,261,74.23,0.0311154326989862,0.006498470948012258,0.5071486000628781,0.00298213026105745,0.02813330243792875,-0.02121362527266254
13357,ILVX,261,47.93,0.020655877342419027,0.006498470948012258,0.7455800113646869,0.004773672106889808,0.015882205235529218,0.016821838556407186
13358,FCSG,261,29.86,0.005387205387205496,0.006498470948012258,0.9763260971422735,0.006560654085595341,-0.0011734486983898448,0.0020309844865676243
13359,FARS,261,38.7,-0.001547987616098978,0.006498470948012258,0.23038602436024433,0.0016511539832739543,-0.0031991415993729323,-0.014499005344637439
13360,MHRM,261,16.55,-0.005408653846153855,0.006498470948012258,0.8136215052473802,0.005398977924852631,-0.010807631771006486,-0.0003477201935943412
13361,EAFC,261,33.47,0.03976390183286749,0.006498470948012258,1.2921223588863475,0.008067072757420841,0.031696829075446645,0.00033341332804453887
13362,ALGO,262,104.27,-0.009969616407140114,-0.009969616407140114,1.0,-0.009969616407140114,0.0,0.0
13363,AENO,262,94.65,0.001693300878399917,-0.009969616407140114,0.8381293596267676,-0.008541331044143518,0.010234631922543435,0.016951330921912124
13364,LSST,262,79.23,0.005967496190959931,-0.009969616407140114,0.6154944010785455,-0.006308590402521098,0.01227608659348103,-0.016577910767023543
13365,SRNA,262,130.58,-0.004270245539118256,-0.009969616407140114,0.8260240760278604,-0.008314127227994333,0.004043881688876077,0.010111734648041553
13366,ELLT,262,106.81,-0.008631891590866858,-0.009969616407140114,0.7697811339403997,-0.007648174707567307,-0.0009837168832995515,0.008562050926398532
13367,AMRP,262,16.03,-0.027895694360218104,-0.009969616407140114,1.2817979672641409,-0.012560591185615215,-0.015335103174602889,-0.04390288806332161
13368,OTCS,262,23.43,0.03672566371681407,-0.009969616407140114,1.0406767392490786,-0.010936915709773207,0.047662579426587276,0.0005660553679800867
13369,HETT,262,61.47,-0.016165172855313714,-0.009969616407140114,0.8201964009927455,-0.008055617591756062,-0.008109555263557652,-0.019298526653149302
13370,HUXZ,262,73.91,-0.033982485949549224,-0.009969616407140114,0.9273189692779025,-0.008929591041789009,-0.025052894907760213,-0.0007648810262402706
13371,DUCT,262,18.92,-0.017653167185877505,-0.009969616407140114,1.0187343218362301,-0.010104064360779083,-0.007549102825098422,-0.006669449623469045
13372,SMAH,262,65.19,-0.0070068545316070985,-0.009969616407140114,1.0877490665365153,-0.010875197352355814,0.003868342820748716,0.01182246693692415
13373,NPCK,262,9.88,-0.03137254901960773,-0.009969616407140114,0.928846002989629,-0.009016056776105584,-0.022356492243502148,-0.007766913379402107
13374,MSDP,262,25.13,0.008426966292134797,-0.009969616407140114,1.4377678848748925,-0.014649757604966096,0.023076723897100894,0.044210846285211325
13375,EORC,262,44.31,-0.019473334808585818,-0.009969616407140114,0.9690619311535763,-0.009500532197739603,-0.009972802610846215,0.015504348173229484
13376,CUBO,262,122.86,-0.006790622473726748,-0.009969616407140114,0.8176013685112449,-0.008153465873638778,0.0013628433999120296,-0.013733124007517665
13377,HRET,262,60.26,0.01859364435429356,-0.009969616407140114,0.8055954729840669,-0.008367237530401852,0.026960881884695413,0.03500790653135226
13378,ANSO,262,60.72,0.010484273589615567,-0.009969616407140114,0.8219231394490306,-0.008371775201550547,0.018856048791166112,0.015164146232648492
13379,DIHO,262,12.23,0.011579818031431044,-0.009969616407140114,0.8066515730121044,-0.008291372156848756,0.0198711901882798,0.0011248219564022437
13380,RTTH,262,38.97,-0.016157535975763748,-0.009969616407140114,1.5938674058583975,-0.01583240972594979,-0.0003251262498139597,0.020841689708056308
13381,SPLZ,262,89.73,-0.022868343678536407,-0.009969616407140114,1.5097674390162596,-0.01493516173311535,-0.007933181945421057,0.013697747172421181
13382,NWIG,262,106.52,-0.016072418252355503,-0.009969616407140114,0.555985297881552,-0.005450811777373239,-0.010621606474982264,-0.02269897725906752
13383,MMBT,262,128.92,0.0015537600994406375,-0.009969616407140114,1.5442659342860374,-0.015673949814657313,0.01722770991409795,-0.05475836159303231
13384,MDGI,262,258.64,-0.03887030843552597,-0.009969616407140114,1.1626966578491313,-0.01121289924376164,-0.027657409191764327,-0.027385677338694736
13385,AGVF,262,107.33,-0.021960998724257275,-0.009969616407140114,1.2472940018979541,-0.012319478069330592,-0.009641520654926683,-0.0020386975379953036
13386,RRES,262,43.09,-0.022459165154264826,-0.009969616407140114,0.8328273770013498,-0.00812024717036733,-0.014338917983897496,-0.012197813296131508
13387,CTGI,262,116.75,-0.010677061265994436,-0.009969616407140114,1.1397269088571094,-0.01134548773878981,0.0006684264727953738,0.03942062883466492
13388,ALUT,262,15.31,0.005913272010512394,-0.009969616407140114,0.9470289152848869,-0.009638512022066618,0.015551784032579011,-0.009159746416479205
13389,ACAC,262,73.07,-0.014565070802427638,-0.009969616407140114,0.6593022738926884,-0.006465449701698128,-0.00809962110072951,-0.02470664034803869
13390,SRTX,262,269.16,0.007486150621350607,-0.009969616407140114,0.7141250875465748,-0.007334692353489284,0.01482084297483989,-0.007075835103533093
13391,GARI,262,11.18,-0.01843722563652339,-0.009969616407140114,1.288473130117115,-0.012811436585510363,-0.005625789051013028,0.015300611460938855
13392,RCRI,262,42.27,-0.0014174344436568287,-0.009969616407140114,1.8528963117318165,-0.018733284064180605,0.017315849620523776,0.004219320462310626
13393,ACIX,262,19.41,-0.010198878123406363,-0.009969616407140114,0.8309797663243564,-0.00826920720737302,-0.0019296709160333426,0.027163796334105917
13394,CCNS,262,17.96,-0.0038824181919023815,-0.009969616407140114,0.6795353134211221,-0.006847619768917462,0.0029652015770150805,-0.0060438294244568
13395,MTNS,262,16.95,-0.011085180863477317,-0.009969616407140114,0.9446622966427676,-0.00941668550546655,-0.0016684953580107676,0.023532101203984253
13396,IHOZ,262,132.61,-0.022626768867924474,-0.009969616407140114,0.6589189521813335,-0.00638436015084175,-0.016242408717082723,-0.015886687015687476
13397,NAYO,262,37.74,-0.008147174770039345,-0.009969616407140114,1.333606899112504,-0.01332094894227114,0.005173774172231796,-0.025836695491594314
13398,FWWG,262,33.71,-0.01490356516656921,-0.009969616407140114,0.9927927690213466,-0.009823366816725305,-0.005080198349843905,0.010317712037459487
13399,EELT,262,118.82,-0.02630500696550031,-0.009969616407140114,1.6570847002687399,-0.01632322471749701,-0.0099817822480033,0.01768072421523358
13400,HRND,262,29.96,-0.016091954022988464,-0.009969616407140114,1.218272755022921,-0.012079273986308063,-0.004012680036680401,0.0145504544384998
13401,AETS,262,35.39,-0.009792949076664836,-0.009969616407140114,1.3387974857980487,-0.013344339017168513,0.003551389940503677,-0.02979182302304906
13402,ULXY,262,43.04,-0.029537767756482536,-0.009969616407140114,1.2183325271419796,-0.011899540350669787,-0.01763822740581275,-0.02379579814464069
13403,BLBT,262,43.9,-0.006112746207833419,-0.009969616407140114,0.643869332996818,-0.00642867356464171,0.00031592735680829095,0.02003735619902012
13404,BENI,262,24.66,-0.022979397781299427,-0.009969616407140114,0.5197110840515993,-0.004956350530947424,-0.018023047250352003,-0.01690972617610272
13405,ITPA,262,24.13,0.0,-0.009969616407140114,0.827726400329265,-0.008360414342701298,0.008360414342701298,0.024209131749584403
13406,HTRK,262,12.19,-0.024019215372297897,-0.009969616407140114,1.2848175482387962,-0.012653673950677761,-0.011365541421620136,-0.04973715326420288
13407,NGTE,262,72.28,-0.02626970227670755,-0.009969616407140114,0.5361525574417461,-0.005056077004045009,-0.02121362527266254,0.012518095757910826
13408,ILVX,262,48.38,0.009388691842270092,-0.009969616407140114,0.727722980871326,-0.007433146714137095,0.016821838556407186,0.004005321975903715
13409,FCSG,262,29.63,-0.007702612190221059,-0.009969616407140114,0.9732464391969583,-0.009733596676788683,0.0020309844865676243,-0.008378388757044827
13410,FARS,262,38.05,-0.016795865633075113,-0.009969616407140114,0.24462863742400717,-0.002296860288437674,-0.014499005344637439,0.019749068947345065
13411,MHRM,262,16.41,-0.008459214501510659,-0.009969616407140114,0.81150517724228,-0.008111494307916318,-0.0003477201935943412,0.014387019811451232
13412,EAFC,262,33.05,-0.012548550941141379,-0.009969616407140114,1.2894491873447114,-0.012881964269185918,0.00033341332804453887,-0.0011662280020169578
13413,ALGO,263,105.71,0.013810300182219182,0.013810300182219182,1.0,0.013810300182219182,0.0,0.0
13414,AENO,263,97.35,0.02852614896988892,0.013810300182219182,0.9127334752454265,0.011574818047976795,0.016951330921912124,-0.01223869293835725
13415,LSST,263,78.59,-0.008077748327653622,0.013810300182219182,0.6143649713862241,0.008500162439369923,-0.016577910767023543,-0.03672734566321994
13416,SRNA,263,133.39,0.021519375095726545,0.013810300182219182,0.8825090720446088,0.011407640447684992,0.010111734648041553,-0.009062484925905442
13417,ELLT,263,108.86,0.019192959460724524,0.013810300182219182,0.75626424070197,0.010630908534325991,0.008562050926398532,0.015387801695481592
13418,AMRP,263,15.61,-0.026200873362445476,0.013810300182219182,1.1324755034909944,0.01770201470087614,-0.04390288806332161,0.028705372116901984
13419,OTCS,263,23.78,0.0149381135296629,0.013810300182219182,0.9779179812607086,0.014372058161682813,0.0005660553679800867,0.004853041647581607
13420,HETT,263,60.98,-0.007971368147063673,0.013810300182219182,0.7625697340082678,0.01132715850608563,-0.019298526653149302,-0.005889728950418258
13421,HUXZ,263,74.8,0.01204167230415365,0.013810300182219182,0.9105648782334317,0.01280655333039392,-0.0007648810262402706,-0.015067570690004532
13422,DUCT,263,19.06,0.007399577167018778,0.013810300182219182,1.0180366307213953,0.014069026790487823,-0.006669449623469045,0.0005808300808380637
13423,SMAH,263,66.94,0.02684460806872213,0.013810300182219182,1.1081778004996652,0.015022141131797982,0.01182246693692415,-0.014666121589753193
13424,NPCK,263,9.93,0.005060728744939125,0.013810300182219182,0.9419660382249009,0.012827642124341232,-0.007766913379402107,0.026379814517899346
13425,MSDP,263,26.74,0.06406685236768794,0.013810300182219182,1.5386791582449721,0.019856006082476615,0.044210846285211325,-0.026079428824068204
13426,EORC,263,45.59,0.02888738433762139,0.013810300182219182,1.0107845851261361,0.013383036164391907,0.015504348173229484,-0.014201533285427167
13427,CUBO,263,122.56,-0.002441803678984167,0.013810300182219182,0.7958874389254508,0.011291320328533498,-0.013733124007517665,-0.014660433683577383
13428,HRET,263,63.04,0.04613342183869906,0.013810300182219182,0.8794029067786263,0.011125515307346807,0.03500790653135226,0.007685514592253319
13429,ANSO,263,62.33,0.026515151515151603,0.013810300182219182,0.8350332879151016,0.01135100528250311,0.015164146232648492,0.017460038282939936
13430,DIHO,263,12.38,0.0122649223221587,0.013810300182219182,0.851532962714919,0.011140100365756456,0.0011248219564022437,-0.012349107155658245
13431,RTTH,263,40.64,0.04285347703361575,0.013810300182219182,1.6611340123809561,0.022011787325559442,0.020841689708056308,0.0011169669794775074
13432,SPLZ,263,92.83,0.03454808871057602,0.013810300182219182,1.5084222769727447,0.020850341538154838,0.013697747172421181,-0.010767981519045287
13433,NWIG,263,104.92,-0.015020653398422734,0.013810300182219182,0.5539780137757786,0.0076783238606447845,-0.02269897725906752,-0.01216574850153674
13434,MMBT,263,124.61,-0.033431585479366976,0.013810300182219182,1.409808648167063,0.021326776113665336,-0.05475836159303231,0.060552090439781735
13435,MDGI,263,255.71,-0.011328487472935245,0.013810300182219182,1.1120105428903806,0.01605718986575949,-0.027385677338694736,0.009085805235507168
13436,AGVF,263,108.96,0.015186807043696904,0.013810300182219182,1.2660842579233096,0.017225504581692207,-0.0020386975379953036,0.012012169327470488
13437,RRES,263,43.06,-0.0006962172197726435,0.013810300182219182,0.8206564074741235,0.011501596076358865,-0.012197813296131508,-0.043050240445989194
13438,CTGI,263,123.19,0.05516059957173436,0.013810300182219182,1.2400484007204529,0.015739970737069443,0.03942062883466492,-0.03345558217995702
13439,ALUT,263,15.37,0.003919007184846501,0.013810300182219182,0.8964612178464589,0.013078753601325706,-0.009159746416479205,-0.03357499641939663
13440,ACAC,263,71.93,-0.015601478034760974,0.013810300182219182,0.560032151760025,0.009105162313277715,-0.02470664034803869,-0.02090728382667142
13441,SRTX,263,269.91,0.002786446723138658,0.013810300182219182,0.7277426441398921,0.00986228182667175,-0.007075835103533093,0.0006705775221227048
13442,GARI,263,11.55,0.03309481216457977,0.013810300182219182,1.29181448456087,0.017794200703640912,0.015300611460938855,0.038901088424492275
13443,RCRI,263,43.53,0.029808374733853782,0.013810300182219182,1.8955548576517849,0.025589054271543156,0.004219320462310626,-0.043088510352473984
13444,ACIX,263,20.16,0.03863987635239563,0.013810300182219182,0.8933846896023514,0.011476080018289713,0.027163796334105917,0.022159600878514697
13445,CCNS,263,18.02,0.0033407572383072903,0.013810300182219182,0.6519451418628273,0.00938458666276409,-0.0060438294244568,0.01954561984269864
13446,MTNS,263,17.57,0.036578171091445455,0.013810300182219182,0.9960979616398921,0.013046069887461204,0.023532101203984253,-0.00746677180892806
13447,IHOZ,263,131.71,-0.0067868184903099316,0.013810300182219182,0.6270514945090937,0.009099868525377542,-0.015886687015687476,0.018328526584390874
13448,NAYO,263,37.46,-0.007419183889772141,0.013810300182219182,1.328925261982687,0.018417511601822173,-0.025836695491594314,-0.04037634779023419
13449,FWWG,263,34.52,0.024028478196380876,0.013810300182219182,1.024417992810325,0.01371076615892139,0.010317712037459487,0.00017824873038050932
13450,EELT,263,123.64,0.04056556135330758,0.013810300182219182,1.6916520440659388,0.022884837138074,0.01768072421523358,0.02272088257020581
13451,HRND,263,30.9,0.03137516688918551,0.013810300182219182,1.2631243119737656,0.016824712450685713,0.0145504544384998,0.013955799348098662
13452,AETS,263,34.99,-0.011302627860977688,0.013810300182219182,1.3402377068498028,0.018489195162071374,-0.02979182302304906,0.05170745989429383
13453,ULXY,263,42.74,-0.0069702602230482524,0.013810300182219182,1.1819166144829996,0.016825537921592436,-0.02379579814464069,0.005721058065442984
13454,BLBT,263,45.17,0.028929384965831417,0.013810300182219182,0.6808503171625067,0.0088920287668113,0.02003735619902012,-0.0045406039508215715
13455,BENI,263,24.42,-0.009732360097323589,0.013810300182219182,0.4763948870245019,0.00717736607877913,-0.01690972617610272,0.0070711620558299906
13456,ITPA,263,24.99,0.03564028180687928,0.013810300182219182,0.8408168353366928,0.011431150057294876,0.024209131749584403,-0.010623099099625746
13457,HTRK,263,11.8,-0.03199343724364223,0.013810300182219182,1.1838673889170745,0.01774371602056065,-0.04973715326420288,-0.0014258253162758618
13458,NGTE,263,73.72,0.01992252351964585,0.013810300182219182,0.5631598457105588,0.007404427761735026,0.012518095757910826,0.02361806068226359
13459,ILVX,263,49.06,0.014055394791236075,0.013810300182219182,0.7356279406934101,0.01005007281533236,0.004005321975903715,0.007403096497902757
13460,FCSG,263,29.78,0.005062436719541097,0.013810300182219182,0.9098940599280471,0.013440825476585923,-0.008378388757044827,-0.03392283086880913
13461,FARS,263,38.93,0.02312746386333786,0.013810300182219182,0.2986828059701102,0.003378394915992796,0.019749068947345065,-0.007636744436634097
13462,MHRM,263,16.83,0.0255941499085921,0.013810300182219182,0.7831051123294196,0.01120713009714087,0.014387019811451232,0.003944662679920625
13463,EAFC,263,33.6,0.016641452344932084,0.013810300182219182,1.297504632524334,0.017807680346949042,-0.0011662280020169578,-0.00527790173101397
13464,ALGO,264,106.14,0.004067732475641073,0.004067732475641073,1.0,0.004067732475641073,0.0,0.0
13465,AENO,264,96.52,-0.008525937339496692,0.004067732475641073,0.9769307711929424,0.0037127555988605582,-0.01223869293835725,0.024328228645885398
13466,LSST,264,75.9,-0.034228273317215896,0.004067732475641073,0.6159199891641257,0.0024990723460040424,-0.03672734566321994,0.011049253615549058
13467,SRNA,264,132.66,-0.005472674113501719,0.004067732475641073,0.8182003694385663,0.0035898108124037226,-0.009062484925905442,-0.017843958196914804
13468,ELLT,264,110.87,0.018464082307551033,0.004067732475641073,0.7722255440884715,0.0030762806120694405,0.015387801695481592,0.021282820532821194
13469,AMRP,264,16.13,0.03331197950032028,0.004067732475641073,1.0977503269874893,0.004606607383418292,0.028705372116901984,0.0218161799910463
13470,OTCS,264,23.99,0.008830950378469149,0.004067732475641073,0.950617919418694,0.003977908730887542,0.004853041647581607,-0.0078554339086787
13471,HETT,264,60.81,-0.0027877992784518524,0.004067732475641073,0.7668357338409394,0.0031019296719664055,-0.005889728950418258,-0.001035366591347604
13472,HUXZ,264,73.95,-0.011363636363636243,0.004067732475641073,0.9379947222354605,0.003703934326368289,-0.015067570690004532,0.005106224799157524
13473,DUCT,264,19.15,0.004721930745015701,0.004067732475641073,0.9238597272699105,0.004141100664177637,0.0005808300808380637,-0.01923275137523801
13474,SMAH,264,66.26,-0.010158350761876211,0.004067732475641073,1.085164786765086,0.004507770827876982,-0.014666121589753193,-0.0052477863386628
13475,NPCK,264,10.23,0.030211480362537735,0.004067732475641073,0.9612041919130955,0.0038316658446383893,0.026379814517899346,0.018996307446851924
13476,MSDP,264,26.21,-0.01982049364248306,0.004067732475641073,1.479338024098602,0.006258935181585142,-0.026079428824068204,-0.025192982274512315
13477,EORC,264,45.13,-0.010089932002632196,0.004067732475641073,1.0644410661472608,0.004111601282794972,-0.014201533285427167,0.025842231523996152
13478,CUBO,264,121.16,-0.011422976501305526,0.004067732475641073,0.7857054772277086,0.003237457182271857,-0.014660433683577383,0.02831374080844528
13479,HRET,264,63.75,0.011262690355329896,0.004067732475641073,0.8897158882710822,0.003577175763076577,0.007685514592253319,0.006978118049347877
13480,ANSO,264,63.63,0.020856730306433535,0.004067732475641073,0.8759843707022288,0.0033966920234936005,0.017460038282939936,-0.024336630763279063
13481,DIHO,264,12.27,-0.00888529886914391,0.004067732475641073,0.8115847914836445,0.0034638082865143345,-0.012349107155658245,-0.01988262122340196
13482,RTTH,264,40.96,0.007874015748031482,0.004067732475641073,1.6871556855709902,0.006757048768553975,0.0011169669794775074,-0.015525643810505575
13483,SPLZ,264,92.4,-0.0046321232360228,0.004067732475641073,1.6724965531773752,0.006135858283022487,-0.010767981519045287,-0.018385452665769336
13484,NWIG,264,103.88,-0.009912314144109868,0.004067732475641073,0.5629327931410424,0.0022534343574268723,-0.01216574850153674,0.026461998311351754
13485,MMBT,264,132.87,0.06628681486237054,0.004067732475641073,1.3885281668588627,0.005734724422588802,0.060552090439781735,0.0027877342546637485
13486,MDGI,264,259.19,0.01360916663407763,0.004067732475641073,1.0240205083830722,0.004523361398570461,0.009085805235507168,0.023982020677691812
13487,AGVF,264,110.83,0.017162261380323063,0.004067732475641073,1.3902977580870057,0.005150092052852574,0.012012169327470488,0.01818108427380074
13488,RRES,264,41.35,-0.03971202972596377,0.004067732475641073,0.8048649334284182,0.0033382107200254254,-0.043050240445989194,-0.0049658833372103785
13489,CTGI,264,119.69,-0.028411397028979657,0.004067732475641073,1.3555825658683578,0.0050441851509773605,-0.03345558217995702,0.008075241426141373
